------Emission Probability------
wine NN 0.000557372175981
morph VBP 0.000186081131373
pleasantly RB 0.000277008310249
organized JJ 0.000431331953071
named VBN 0.00428643469491
qualify VB 0.000105529759392
leaks NNS 0.000118553645525
rave JJ 8.62663906142e-05
where GW 0.00680272108844
our PRP$ 0.116036505867
surgically RB 9.23361034164e-05
phillips NNP 8.03277371676e-05
cried VBD 0.000185082361651
ripping VBG 0.0003003003003
samchawk@aol.com ADD 0.00342465753425
bulbs NNS 0.000474214582098
offer VB 0.00147741663149
iraqis NNPS 0.0200803212851
clamoring NN 3.71581450654e-05
incredible JJ 0.000431331953071
02:17 CD 0.00025025025025
202.456.2461 CD 0.000500500500501
irs NNP 0.000240983211503
council NNP 0.000642621897341
breyer NNP 8.03277371676e-05
, , 0.870671465806
labadee NNP 8.03277371676e-05
offers VBZ 0.00131061598952
particular JJ 0.00172532781228
breed NN 0.000111474435196
experimental JJ 8.62663906142e-05
washington NNP 0.00184753795486
implemented VBN 0.00126071608674
stockholders NNS 0.000118553645525
fluid NN 7.43162901308e-05
intuition NN 3.71581450654e-05
camera NN 0.000520214030916
votes NNS 0.000474214582098
responsible JJ 0.00129399585921
originally RB 0.000923361034164
judge NN 0.00048305588585
wahhabis NNPS 0.00200803212851
interviewing VBG 0.0003003003003
lafayette NNP 8.03277371676e-05
maulana NNP 8.03277371676e-05
shower NN 0.000371581450654
zubayda NNP 8.03277371676e-05
women NNS 0.00225251926497
charge NN 0.000594530321046
stylists NNS 0.000118553645525
incorrectly RB 0.000184672206833
conf NN 3.71581450654e-05
shakespeare NNP 8.03277371676e-05
----------------------------------------------- NFP 0.00295857988166
fat NN 7.43162901308e-05
mailto:rosario.gonzales@compaq.com ADD 0.00684931506849
stroke NN 3.71581450654e-05
dogs NN 3.71581450654e-05
qanooni NNP 0.000321310948671
freaked VBN 0.000252143217347
arctic JJ 0.000172532781228
gesture NN 3.71581450654e-05
alchemical JJ 0.000172532781228
postponed VBN 0.000252143217347
unquestionably RB 9.23361034164e-05
seriously RB 0.00147737765466
haircuts NNS 0.000118553645525
powerhead NN 3.71581450654e-05
stephen.dyer@bakerbotts.com ADD 0.00342465753425
3 CD 0.0272772772773
amusing JJ 0.000172532781228
713/853-6197 CD 0.00025025025025
further RBR 0.0144927536232
specifics NNS 0.000237107291049
verizon NNP 0.000160655474335
handing VBG 0.0003003003003
possibility NN 0.000222948870392
kids NNS 0.00450503852993
lace VB 0.000211059518784
shankman NNP 0.000160655474335
china NNP 0.00634589123624
civilians NNS 0.000474214582098
nonenforcement NN 3.71581450654e-05
ireland NNP 0.00152622700619
06:02 CD 0.00025025025025
compare VB 0.000211059518784
village NNP 0.000160655474335
floridian NNP 8.03277371676e-05
attempts NNS 0.000711321873148
thresholds NNS 0.000118553645525
sitcom NN 3.71581450654e-05
cracked VBN 0.000504286434695
misconception NN 7.43162901308e-05
reflector NN 3.71581450654e-05
throats NNS 0.000118553645525
walnut NN 7.43162901308e-05
tel NN 0.000148632580262
jim NNP 0.00120491605751
hasina NNP 0.000160655474335
darren NNP 0.000160655474335
02:02 CD 0.00025025025025
parra NNP 8.03277371676e-05
pea NN 7.43162901308e-05
pocket NN 0.000222948870392
mccullough NNP 8.03277371676e-05
12/22/2000 CD 0.00025025025025
however RB 0.00831024930748
grazing VBG 0.0003003003003
1 CD 0.0222722722723
entie JJ 8.62663906142e-05
either CC 0.00432835820896
springs NNPS 0.00200803212851
rest NNP 8.03277371676e-05
www.weathereffects.com ADD 0.00684931506849
post NNP 8.03277371676e-05
4th NN 7.43162901308e-05
spectacular JJ 0.000258799171843
kids NNPS 0.00200803212851
alcala NNP 8.03277371676e-05
11/08/2000 CD 0.000500500500501
works VBZ 0.00436871996505
workshop NN 7.43162901308e-05
intrusion NN 3.71581450654e-05
world NN 0.00438466111772
reaffirmation NN 3.71581450654e-05
probing VBG 0.0003003003003
draft VBP 0.000186081131373
reproduce VB 0.000105529759392
moreso RB 9.23361034164e-05
aircraft NN 0.000148632580262
flat NN 3.71581450654e-05
wishes NNS 0.000355660936574
trimmers NNS 0.000118553645525
creativity NN 7.43162901308e-05
ipad NNP 8.03277371676e-05
--------------------------------------------------------------------- NFP 0.00887573964497
urged VBD 0.000555247084953
reward NN 0.000148632580262
about IN 0.0170832931184
scots NNPS 0.00200803212851
voice NN 0.000260107015458
spy NN 3.71581450654e-05
cinema NN 0.000111474435196
entertained JJ 8.62663906142e-05
peanutjak...@usa.com ADD 0.00342465753425
rating NN 0.000185790725327
discharge NN 7.43162901308e-05
tons NNS 0.000711321873148
deli NNPS 0.00200803212851
flow NN 7.43162901308e-05
paraphernalia NN 3.71581450654e-05
main NNP 8.03277371676e-05
msnbc NNP 8.03277371676e-05
distributing VBG 0.0003003003003
there EX 0.980501392758
prs NN 3.71581450654e-05
as VBP 0.000186081131373
embarked VBD 0.000185082361651
leigh NNP 0.000160655474335
1970s NNS 0.000592768227623
http://www.un.org/ha/chernobyl/ ADD 0.00342465753425
download NN 7.43162901308e-05
booth NN 3.71581450654e-05
tonto NNP 8.03277371676e-05
decisions NNS 0.000829875518672
http://www.chernobyl.org.uk/page2.htm ADD 0.00342465753425
feel NN 0.000111474435196
bilboa NNP 8.03277371676e-05
farrier NN 0.000297265160523
covers VBZ 0.000655307994758
italy NNP 0.000642621897341
proficient JJ 8.62663906142e-05
surgeons NNS 0.000474214582098
legally RB 0.000184672206833
circles NNS 0.0014226437463
results NNS 0.00201541197392
kimberwick NN 3.71581450654e-05
orr NNP 0.000160655474335
scandals NNS 0.000118553645525
than IN 0.00950680436251
riding NN 0.000260107015458
yelped VBN 0.000252143217347
fruit NN 0.000148632580262
peeing VBG 0.000900900900901
snow NN 7.43162901308e-05
tenth NN 3.71581450654e-05
ltte NNP 0.00176721021769
adorn NNP 8.03277371676e-05
exercises VBZ 0.000218435998253
:) NFP 0.103550295858
obscure JJ 8.62663906142e-05
infant NN 3.71581450654e-05
l'espalier NNP 8.03277371676e-05
jodud...@aol.com ADD 0.00342465753425
pioneers NNPS 0.00602409638554
continually RB 0.000184672206833
describing VBG 0.0012012012012
sum NN 0.000148632580262
needless JJ 8.62663906142e-05
interviewer NN 3.71581450654e-05
faris NNP 8.03277371676e-05
strikingly RB 9.23361034164e-05
eye NNP 0.000160655474335
markedly RB 9.23361034164e-05
needed VBD 0.00370164723302
downloading NN 3.71581450654e-05
attack NN 0.000928953626635
like JJ 0.000776397515528
re-interviewed VBD 0.000185082361651
needed VBN 0.00428643469491
t CD 0.000500500500501
raw JJ 0.000172532781228
dollar NN 0.000334423305589
accurate JJ 0.000517598343685
loses VBZ 0.000218435998253
moderate VB 0.000105529759392
marriage NN 0.000743162901308
generals NNS 0.000237107291049
shock NNP 8.03277371676e-05
arm VB 0.000105529759392
married JJ 0.000258799171843
brainstorm VB 0.000105529759392
biologist NN 7.43162901308e-05
bland JJ 0.000345065562457
pat NNP 0.000481966423006
warranties NNS 0.000118553645525
1s9 NN 3.71581450654e-05
sky NN 0.000148632580262
both RB 0.000923361034164
detained VBN 0.000756429652042
porch NN 3.71581450654e-05
fanfuckingtastic JJ 8.62663906142e-05
& CC 0.0162686567164
neonatal JJ 8.62663906142e-05
itinerary NN 7.43162901308e-05
thesis NN 3.71581450654e-05
shaykh NNP 8.03277371676e-05
pretty RB 0.00470914127424
rigorous JJ 8.62663906142e-05
hearing NN 0.000334423305589
approval NN 0.000557372175981
mod NNP 0.000160655474335
nearby JJ 8.62663906142e-05
folded VBN 0.000504286434695
max NNP 0.000321310948671
h GW 0.0102040816327
plants NNS 0.00165975103734
caribbean NNP 0.000562294160174
leave VB 0.00474883917265
settle VB 0.000527648796961
crustaceans NNS 0.000118553645525
during IN 0.00347456809188
israeli JJ 0.000776397515528
lighten VB 0.000105529759392
watson NNP 8.03277371676e-05
imagine VB 0.00179400590967
stilted JJ 8.62663906142e-05
pull VB 0.00105529759392
botn VBN 0.000252143217347
dennis NNP 0.000240983211503
11:32 CD 0.000750750750751
links NNS 0.00130409010077
09:01 CD 0.00025025025025
healing VBG 0.000900900900901
hit VBN 0.00100857286939
lizards NNS 0.000118553645525
a&e NNP 0.000401638685838
hit VBD 0.000740329446604
moderator NN 3.71581450654e-05
door NN 0.00133769322235
02:49 CD 0.00025025025025
978 CD 0.00025025025025
b/t IN 4.8257890165e-05
mean GW 0.00340136054422
police NNP 0.000160655474335
police NNS 0.000948429164197
comp NN 3.71581450654e-05
represent VBP 0.000372162262747
2002 CD 0.00700700700701
review VB 0.00253271422541
subsequent JJ 0.000431331953071
moorland NN 3.71581450654e-05
wessex NNP 8.03277371676e-05
pounded VBD 0.000370164723302
strip VB 0.000105529759392
console NNP 8.03277371676e-05
10:00 CD 0.001001001001
sao NNP 0.000883605108844
svce NN 3.71581450654e-05
scammers NNS 0.000355660936574
kosa NN 3.71581450654e-05
a RB 0.000554016620499
hariri NNP 8.03277371676e-05
conditioning NN 3.71581450654e-05
fulfil VB 0.000105529759392
uhh UH 0.00145137880987
few NN 7.43162901308e-05
thread NN 0.000111474435196
smaller JJR 0.0258449304175
cameras NNS 0.000118553645525
obsf NN 0.000520214030916
lightest JJS 0.00261096605744
deadline NN 0.000111474435196
contest VB 0.000105529759392
moon NNP 0.000160655474335
dorsey@enron_development ADD 0.00342465753425
port NN 0.000334423305589
contracting NN 3.71581450654e-05
nations NNPS 0.00200803212851
maam NN 3.71581450654e-05
little NNP 0.000321310948671
radical JJ 0.000431331953071
tamil NNP 0.000963932846012
divined VBD 0.000185082361651
allow VB 0.00126635711271
enforcement NN 0.000297265160523
box NNP 0.000240983211503
blogging VBG 0.0003003003003
invited VBN 0.00126071608674
counter VB 0.000105529759392
asset NN 0.000148632580262
interconnect NN 0.00048305588585
congressional JJ 8.62663906142e-05
kuykendall NNP 8.03277371676e-05
vehicle NN 0.000297265160523
fellow NN 3.71581450654e-05
chittagong NNP 0.000240983211503
kidnapped VBN 0.000252143217347
quantitatively RB 9.23361034164e-05
injure VB 0.000105529759392
bryer NN 3.71581450654e-05
pre-meeting JJ 0.000258799171843
abroad RB 0.000738688827331
pint NN 3.71581450654e-05
containing VBG 0.000900900900901
phonies NNS 0.000118553645525
microbiologist NN 3.71581450654e-05
later RB 0.00258541089566
lauded VBD 0.000185082361651
salesman NN 0.000111474435196
stopping VBG 0.0003003003003
queso NN 0.000111474435196
heaven NNP 0.000160655474335
rest JJ 8.62663906142e-05
network NNP 0.000401638685838
reps. NNS 0.000237107291049
high UH 0.00145137880987
junkie NN 7.43162901308e-05
decisively RB 9.23361034164e-05
tbh RB 9.23361034164e-05
ambulance NN 3.71581450654e-05
eatting VBG 0.0003003003003
16.4 CD 0.00025025025025
abyss NN 3.71581450654e-05
theater NN 0.000111474435196
apart RB 0.000831024930748
havelock NNP 8.03277371676e-05
outreach NN 3.71581450654e-05
aviation NNP 8.03277371676e-05
ship VB 0.000105529759392
dharma NNP 8.03277371676e-05
brightness NN 3.71581450654e-05
ogden NNP 0.000160655474335
yearly RB 9.23361034164e-05
haight NNP 8.03277371676e-05
drving VBG 0.0003003003003
-s POS 0.00146198830409
statement NN 0.000520214030916
regional JJ 0.00103519668737
warrior NN 3.71581450654e-05
220b GW 0.00340136054422
hint VBP 0.000186081131373
maids NNS 0.000118553645525
watery JJ 8.62663906142e-05
week NN 0.00341854934602
hurt VB 0.000844238075137
bettas NNS 0.000118553645525
nt RB 0.00692520775623
non-bondad NN 0.000260107015458
've VBP 0.0228879791589
email VB 0.000527648796961
10.9 CD 0.00025025025025
m.s. NNP 8.03277371676e-05
endorse VB 0.000105529759392
udcs NNS 0.000118553645525
fe NNP 0.000240983211503
harass VB 0.000211059518784
blakemore NNP 8.03277371676e-05
532-3836 CD 0.00025025025025
1.888.509.3736 CD 0.00025025025025
know VBP 0.0189802754001
attack VBP 0.00055824339412
score VB 0.000105529759392
bpd NNS 0.000118553645525
identifying VBG 0.000600600600601
wildflowers NNS 0.000118553645525
mujahidin NNS 0.000118553645525
possessed VBD 0.000370164723302
atomic NNP 0.000240983211503
imagined VBD 0.000370164723302
cc NN 0.000148632580262
horizons NNS 0.000118553645525
masters NNPS 0.00200803212851
recall VBP 0.000372162262747
michelle GW 0.00340136054422
restrained VBN 0.000252143217347
blew VBD 0.000555247084953
win VBP 0.000186081131373
brainwash VBP 0.000186081131373
smart JJ 0.000776397515528
suarez NNP 8.03277371676e-05
indescriminately RB 9.23361034164e-05
cleaning NN 0.000148632580262
excellent JJ 0.00577984817115
commissioners NNS 0.000474214582098
rich NNP 8.03277371676e-05
auto NNP 0.000401638685838
preventing VBG 0.000600600600601
closer RBR 0.00724637681159
residents NNS 0.000237107291049
hiss VBP 0.000186081131373
manzano NNP 8.03277371676e-05
1774 CD 0.000750750750751
up JJ 0.000431331953071
asbestos NN 3.71581450654e-05
strike NNP 8.03277371676e-05
float VB 0.000105529759392
pies NNS 0.000118553645525
hunks NNS 0.000118553645525
turkey NNP 0.000321310948671
area NNP 0.000240983211503
bin NNP 0.00152622700619
prepaid VBN 0.000252143217347
scale NN 7.43162901308e-05
scoured VBD 0.000185082361651
praise NN 7.43162901308e-05
jr NNP 0.000160655474335
badge NN 3.71581450654e-05
contemporaries NNS 0.000118553645525
defendants NNS 0.000118553645525
arts NNPS 0.00401606425703
clue NN 7.43162901308e-05
seafood NN 3.71581450654e-05
kori NNP 8.03277371676e-05
methods NNS 0.000355660936574
set VBP 0.000186081131373
set VBN 0.0047907211296
572 CD 0.00025025025025
liner NN 3.71581450654e-05
fy04 NN 7.43162901308e-05
idiots NNS 0.000355660936574
fall VB 0.000844238075137
sentiment NN 7.43162901308e-05
rally VB 0.000105529759392
ben NNP 0.00120491605751
ignoring VBG 0.000600600600601
mike GW 0.00340136054422
brave JJ 0.000258799171843
eminent JJ 8.62663906142e-05
mins NNS 0.000711321873148
http://www.cic.gc.ca/english/index.asp ADD 0.00342465753425
follow VB 0.00189953566906
rented VBD 0.000370164723302
416-865-3703 CD 0.00025025025025
crust NNP 8.03277371676e-05
instance NN 0.000222948870392
scheme NN 3.71581450654e-05
prayers NNS 0.000118553645525
repressed VBN 0.000504286434695
greece NNP 8.03277371676e-05
expense VB 0.000105529759392
4193 CD 0.00025025025025
marianne GW 0.00340136054422
establishments NNS 0.000474214582098
definitive JJ 8.62663906142e-05
funeral NN 0.000148632580262
report NN 0.0018207491082
hoists VBZ 0.000218435998253
yellow JJ 0.000517598343685
coffins NNS 0.000118553645525
wtc NNP 0.000401638685838
skin NN 0.000260107015458
math NN 7.43162901308e-05
nearest JJS 0.00783289817232
fine JJ 0.0030193236715
bill NN 0.000557372175981
thawed NN 3.71581450654e-05
charcoal NN 0.000185790725327
banczak NNP 8.03277371676e-05
stretching VBG 0.0003003003003
waning VBG 0.0003003003003
10:46 CD 0.00025025025025
apprentice NN 3.71581450654e-05
shona NNP 0.000160655474335
cares VBZ 0.00152905198777
workable JJ 8.62663906142e-05
undergraduate JJ 0.000172532781228
>= SYM 0.00641025641026
require VB 0.000633178556353
thyroid NN 7.43162901308e-05
beef NN 7.43162901308e-05
ayman NNP 0.000481966423006
michel NNP 8.03277371676e-05
wednesday NNP 0.00160655474335
mutual JJ 0.000431331953071
pillars NNS 0.000118553645525
ressam NNP 8.03277371676e-05
console NN 7.43162901308e-05
iss NNP 0.000160655474335
patronized VBN 0.000252143217347
swirls VBZ 0.000218435998253
families NNS 0.00248962655602
grueling JJ 8.62663906142e-05
whie IN 4.8257890165e-05
nephew NN 0.000148632580262
paste VBP 0.000186081131373
owned VBN 0.00277357539082
roberts NNPS 0.00200803212851
's PRP 0.00106618551628
lora GW 0.00340136054422
pencil NN 7.43162901308e-05
operator NN 0.000185790725327
scared JJ 0.000517598343685
ramadi NNP 0.000240983211503
oz NNP 8.03277371676e-05
cities NNS 0.00177830468287
ft. NNP 0.000642621897341
foreground NN 3.71581450654e-05
neighbouring VBG 0.000600600600601
lube NN 3.71581450654e-05
979 CD 0.000500500500501
touch NN 0.000371581450654
booster NN 3.71581450654e-05
resemblance NN 3.71581450654e-05
men NNS 0.00154119739182
ps4 NN 3.71581450654e-05
business NNP 0.000562294160174
commentators NNS 0.000118553645525
kaffee NNP 8.03277371676e-05
performance VBP 0.000186081131373
goose NNP 8.03277371676e-05
temperment NN 3.71581450654e-05
ifa NNP 8.03277371676e-05
construction NN 0.000222948870392
wyndham NNP 0.000321310948671
principle JJ 8.62663906142e-05
signing NN 0.000185790725327
http://www.collectinghistory.net/chernobyl/ ADD 0.00342465753425
tests NNS 0.000829875518672
france NNP 0.00136557153185
uploaded VBN 0.000252143217347
robbie NNP 0.000240983211503
mandros NNP 8.03277371676e-05
installing VBG 0.0012012012012
grad NN 3.71581450654e-05
regroup VB 0.000105529759392
benefit VB 0.000527648796961
1926 CD 0.00025025025025
’ve VBP 0.000186081131373
no NN 3.71581450654e-05
imposters NNS 0.000118553645525
libertarian NN 3.71581450654e-05
6.00 CD 0.000750750750751
stoner NN 3.71581450654e-05
marquez NNP 0.000160655474335
tribes NNS 0.000118553645525
influential JJ 0.000172532781228
co. NNP 0.000240983211503
aspiring VBG 0.0003003003003
chao NNP 8.03277371676e-05
boyles NNPS 0.00200803212851
communications NNS 0.000355660936574
lovers NNS 0.000118553645525
meat NN 0.000743162901308
rental JJ 0.000172532781228
extension NN 3.71581450654e-05
napa NNP 0.000160655474335
show NN 0.000445897740785
width NN 0.000148632580262
dorsey NNP 0.000160655474335
disappointed JJ 0.0006038647343
kurds NNPS 0.00401606425703
wear VB 0.000633178556353
< NFP 0.00295857988166
bedlam NN 7.43162901308e-05
plugs NNS 0.000118553645525
tempura NNP 8.03277371676e-05
peanuts NNS 0.000237107291049
felt VBN 0.00100857286939
greendale NNP 0.000240983211503
greater JJR 0.00994035785288
substantiating VBG 0.0003003003003
wait NN 0.000334423305589
ours PRP 0.000328057081932
diebner@ect ADD 0.00342465753425
dreams NNS 0.000237107291049
felt VBD 0.00462705904127
technologies NNPS 0.00200803212851
prudish JJ 8.62663906142e-05
waited VBN 0.000504286434695
politician NN 3.71581450654e-05
tossed VBD 0.000185082361651
mariner NNP 0.000722949634509
binalshibh NNP 8.03277371676e-05
preferences NNS 0.000118553645525
surprising JJ 0.000172532781228
visible JJ 0.000517598343685
gtc's NNS 0.000118553645525
excluded VBN 0.000252143217347
tossed VBN 0.000252143217347
anthrax NNP 8.03277371676e-05
prepared JJ 0.000345065562457
surest JJS 0.00261096605744
father NN 0.000706004756243
carry VBP 0.000744324525493
driving NNP 0.000160655474335
act VB 0.000527648796961
expire VB 0.000211059518784
ltd. NNP 0.000160655474335
numerical JJ 8.62663906142e-05
ye$ UH 0.00145137880987
strobe NN 3.71581450654e-05
adjustable JJ 8.62663906142e-05
crusader NN 3.71581450654e-05
morrell NNP 8.03277371676e-05
appropriately RB 0.000184672206833
guerilla NN 7.43162901308e-05
studies NNS 0.000829875518672
suspicious JJ 0.000258799171843
slow RB 9.23361034164e-05
meh-risk GW 0.0204081632653
mekong NNP 0.000160655474335
hickies NNS 0.000118553645525
shames NNP 8.03277371676e-05
http://www.adventurehobbycraft.com/products/hobby_craft_supplies.html#metal ADD 0.00342465753425
surley JJ 8.62663906142e-05
waited VBD 0.00203590597816
run NNP 8.03277371676e-05
origination NN 7.43162901308e-05
11:36 CD 0.00025025025025
sstaff NN 3.71581450654e-05
international JJ 0.00319185645273
garten NNP 8.03277371676e-05
28th NN 7.43162901308e-05
21 CD 0.003003003003
devastating JJ 0.000258799171843
petroleum NN 0.000334423305589
amplified VBN 0.000252143217347
guidelines NNS 0.0014226437463
horton@enron ADD 0.00342465753425
fly VB 0.00126635711271
mini JJ 8.62663906142e-05
sage NNP 8.03277371676e-05
fever NNP 8.03277371676e-05
recommending VBG 0.0003003003003
mysticism NN 3.71581450654e-05
impacts NNPS 0.00401606425703
guerrillas NNS 0.000829875518672
surprised VBD 0.000185082361651
umbrella NN 3.71581450654e-05
airplane NN 3.71581450654e-05
story NNP 8.03277371676e-05
vomited VBD 0.000185082361651
surprised VBN 0.000504286434695
tasteful JJ 8.62663906142e-05
rainbow NN 3.71581450654e-05
analysis_0712 GW 0.0204081632653
mailing NN 0.000111474435196
posts NNS 0.000118553645525
chewed VBN 0.000252143217347
02:42 CD 0.00025025025025
case VB 0.000105529759392
del FW 0.0215053763441
elimination NNP 8.03277371676e-05
accomplish VB 0.000105529759392
landmark NN 3.71581450654e-05
signals VBZ 0.000218435998253
050901.doc NN 3.71581450654e-05
slats NNS 0.000118553645525
wan VB 0.000105529759392
column NN 3.71581450654e-05
hand NN 0.00163495838288
examination NN 7.43162901308e-05
downstream JJ 0.000258799171843
luckily RB 9.23361034164e-05
come VB 0.00823132123259
driving VBG 0.0039039039039
a DT 0.222367560497
publish VB 0.000105529759392
mayko NNP 0.000401638685838
sincerely RB 0.000554016620499
=( NFP 0.00295857988166
define VBP 0.000186081131373
physiotherapists NNS 0.000118553645525
travelling VBG 0.0024024024024
cashion NNP 8.03277371676e-05
orientation NN 3.71581450654e-05
theaters NNS 0.000118553645525
fed JJ 8.62663906142e-05
user NN 0.000185790725327
york NNP 0.00192786569202
hippy NN 3.71581450654e-05
arnold NNP 8.03277371676e-05
sr JJ 0.000172532781228
strongest JJS 0.0104438642298
hookers NNS 0.000237107291049
superior NNP 8.03277371676e-05
electrical JJ 0.000431331953071
rajavis NNPS 0.00200803212851
avail NN 3.71581450654e-05
treatment NN 0.000817479191439
hey UH 0.0246734397678
09:56 CD 0.00025025025025
3-1663 CD 0.00025025025025
pin VB 0.000105529759392
kept VBN 0.00353000504286
pulse NN 3.71581450654e-05
infected VBN 0.000252143217347
skull NN 3.71581450654e-05
1500 CD 0.00025025025025
freeman NNP 0.000321310948671
imperiled VBN 0.000252143217347
essie NNP 0.000722949634509
hostess NN 7.43162901308e-05
letter NNP 8.03277371676e-05
caem NNP 0.000160655474335
my PRP$ 0.292046936115
knowingly RB 9.23361034164e-05
accounts NNS 0.000829875518672
dope NN 7.43162901308e-05
anti-democratic JJ 8.62663906142e-05
rockin NNP 0.000160655474335
lodge NNP 8.03277371676e-05
shuttles NNS 0.000118553645525
luna NN 0.000148632580262
gently RB 0.000277008310249
translates VBZ 0.000218435998253
self PRP 0.000246042811449
italiano NNP 8.03277371676e-05
i PRP 0.276880177151
segment NN 3.71581450654e-05
sri NNP 0.00136557153185
organization NN 0.000520214030916
consistency NN 7.43162901308e-05
fidelity NNP 8.03277371676e-05
color VB 0.000105529759392
silent NNP 8.03277371676e-05
musical NN 3.71581450654e-05
building NN 0.000557372175981
granddaughters NNS 0.000118553645525
tolls NNS 0.000118553645525
baby JJ 0.000258799171843
brown JJ 0.000258799171843
pop VB 0.000105529759392
due VB 0.000105529759392
varietal NN 3.71581450654e-05
recite VB 0.000105529759392
becoming VBG 0.0018018018018
my UH 0.00290275761974
envelops VBZ 0.000218435998253
er NN 0.000148632580262
phoney JJ 8.62663906142e-05
paint VB 0.000316589278176
merchant NN 0.000111474435196
pacifying VBG 0.0003003003003
priced JJ 0.000345065562457
moving NN 0.000111474435196
audit NN 0.000631688466112
inn NNP 0.000481966423006
romaine NN 3.71581450654e-05
trivial NNP 8.03277371676e-05
studied VBN 0.000252143217347
torrance NNP 8.03277371676e-05
initiatives NNS 0.000118553645525
974-6721 CD 0.00025025025025
perfectionist NN 3.71581450654e-05
studied VBD 0.000185082361651
scientific NNP 8.03277371676e-05
1986 CD 0.00025025025025
amazed JJ 8.62663906142e-05
bonded VBN 0.000252143217347
allocated VBN 0.00176500252143
aaron NNP 8.03277371676e-05
awful JJ 0.0006038647343
hire VB 0.000633178556353
clash VB 0.000105529759392
appel NNP 8.03277371676e-05
impacts NNS 0.000355660936574
gallop NNP 8.03277371676e-05
another DT 0.00761044057316
hospitality NN 0.000148632580262
good RB 9.23361034164e-05
anybody NN 0.000222948870392
device NN 0.000185790725327
detected VBN 0.000252143217347
controller NNP 8.03277371676e-05
richards NNP 8.03277371676e-05
considerable JJ 0.0006038647343
palces NNS 0.000118553645525
detected VBD 0.000185082361651
hizb NNP 8.03277371676e-05
sd NNP 8.03277371676e-05
airholes NNS 0.000118553645525
salt NNP 0.000160655474335
gosh UH 0.00145137880987
batawi NNP 0.000160655474335
drop NN 7.43162901308e-05
sweat VB 0.000105529759392
riggins NNP 8.03277371676e-05
gains NNS 0.000592768227623
catherine NNP 8.03277371676e-05
topics NNS 0.000118553645525
aye UH 0.00290275761974
sub-division NN 3.71581450654e-05
dwarf JJ 0.0006038647343
fucked VBN 0.000252143217347
denmark NNP 0.000321310948671
hawkish JJ 8.62663906142e-05
patrick GW 0.00340136054422
podium NN 3.71581450654e-05
relate VB 0.000211059518784
gallup NNP 0.000160655474335
bankruptcies NNS 0.000237107291049
buses NNS 0.000711321873148
bed NN 0.000371581450654
plain NN 3.71581450654e-05
swaps NNS 0.000118553645525
premium NN 0.000297265160523
answer VBP 0.000186081131373
ideally RB 9.23361034164e-05
flatbread NN 7.43162901308e-05
renee NNP 8.03277371676e-05
breslau NNP 8.03277371676e-05
relieved JJ 8.62663906142e-05
guidance NN 0.000185790725327
10,000.00 CD 0.00025025025025
cord NN 3.71581450654e-05
fallujan JJ 0.000258799171843
-stip GW 0.00680272108844
cheeks NNS 0.000118553645525
trial NN 0.000334423305589
reputation NN 0.000222948870392
sinnel NN 3.71581450654e-05
sundays NNPS 0.00200803212851
bills NNS 0.000118553645525
closs NNP 8.03277371676e-05
evaporate VB 0.000105529759392
cockatiel NN 7.43162901308e-05
seats NNS 0.000948429164197
lesion NN 0.000111474435196
spayed VBN 0.000756429652042
bc NNP 0.000401638685838
bloodying VBG 0.0003003003003
bateman NNP 8.03277371676e-05
checks VBZ 0.000218435998253
shows VBZ 0.00262123197903
engaged VBN 0.000504286434695
stable JJ 0.000258799171843
pahl NNP 8.03277371676e-05
on GW 0.00340136054422
model NN 0.000557372175981
storing VBG 0.000600600600601
w/o IN 4.8257890165e-05
day JJ 8.62663906142e-05
sort RB 0.000277008310249
portions NNS 0.000237107291049
sullivan NNP 0.000321310948671
social JJ 0.00189786059351
address NN 0.000817479191439
sunny JJ 0.000258799171843
promoting VBG 0.000600600600601
ferrari NNP 0.000160655474335
kiln NN 3.71581450654e-05
derivative NN 3.71581450654e-05
badr NNP 8.03277371676e-05
approvals NNS 0.000118553645525
redvepco.doc NN 3.71581450654e-05
suspended VBD 0.000185082361651
teenage JJ 8.62663906142e-05
646-5847 CD 0.00025025025025
alito NNP 0.000562294160174
nepalese JJ 0.000172532781228
combatants NNS 0.000118553645525
sempra NNP 8.03277371676e-05
developer NN 0.000185790725327
iq NN 3.71581450654e-05
tendencies NNS 0.000118553645525
coco NNP 8.03277371676e-05
head NN 0.00122621878716
trail NN 0.000260107015458
!!!!!!!!!!!!!!! . 9.69274013764e-05
booking VBG 0.000600600600601
belarus NNP 0.000160655474335
locked VBN 0.000252143217347
mid-afternoon NN 3.71581450654e-05
pop VBP 0.000186081131373
curb NN 0.000111474435196
instigate VB 0.000105529759392
hamburg NNP 8.03277371676e-05
detention NN 3.71581450654e-05
1:30 CD 0.000500500500501
thames NNP 8.03277371676e-05
than RB 0.000184672206833
ensure VB 0.00147741663149
that WRB 0.0276179516686
valdes NNPS 0.00200803212851
dan NNP 0.00104426058318
addicting JJ 8.62663906142e-05
equaling VBG 0.0003003003003
rejected VBD 0.000370164723302
pilot NN 0.000408739595719
frosting NN 3.71581450654e-05
forming VBG 0.0012012012012
gonzales NNP 0.000321310948671
scipio NNP 8.03277371676e-05
ants NNS 0.000237107291049
suspects VBZ 0.000218435998253
continued VBN 0.000756429652042
indicated VBN 0.000252143217347
intolerance NN 7.43162901308e-05
salt NN 7.43162901308e-05
fot IN 4.8257890165e-05
extend VB 0.000527648796961
cited VBD 0.000185082361651
